CUSTOMER_ID,POSTING_MONTH,CUSTOMER_CLAIMS,INCIDENT_COUNT,INCIDENT_RESOLVED_IN_TIME,IN_TIME_PAYMENT,INVOICE_ON_TIME,EU_VAT_ISSUE,GEOGRAPHY,ACTIVE_FLAG,CUSTOMER_SATISFACTION,CUSTOMER_RETAINED
CUST03753,01-05-2024,10,3,No,No,Yes,No,South America,No,2.6,Yes
CUST02534,01-03-2024,50,11,Yes,Yes,Yes,No,South America,Yes,3.7,Yes
CUST04155,01-12-2024,25,7,Yes,Yes,Yes,No,EU,Yes,4.6,Yes
CUST02690,01-03-2023,5,3,Yes,No,Yes,No,EU,Yes,3,Yes
CUST04983,01-01-2023,25,1,Yes,Yes,Yes,No,South America,Yes,4.2,Yes
CUST04362,01-08-2023,10,4,Yes,Yes,Yes,No,MEA,Yes,3.9,Yes
CUST02123,01-02-2024,100,9,Yes,Yes,Yes,No,MEA,Yes,3.1,No
CUST03162,01-04-2023,100,10,Yes,Yes,Yes,No,MEA,Yes,4.9,Yes
CUST00505,01-03-2024,500,1,Yes,Yes,Yes,No,EU,Yes,4.2,Yes
CUST02405,01-02-2024,250,9,Yes,Yes,Yes,No,South America,Yes,4.8,Yes
CUST02202,01-03-2024,1000,9,Yes,Yes,Yes,No,North America,Yes,2.9,No
CUST03290,01-12-2024,100,10,Yes,Yes,Yes,No,APAC,No,3.7,Yes
CUST04582,01-03-2023,50,8,Yes,Yes,Yes,Yes,EU,Yes,4.6,Yes
CUST01154,01-08-2024,250,10,Yes,Yes,Yes,No,EU,No,3.7,Yes
CUST04162,01-06-2023,10,1,Yes,Yes,Yes,No,MEA,Yes,5,Yes
CUST02428,01-01-2023,250,4,Yes,No,Yes,No,APAC,Yes,3.1,No
CUST01337,01-09-2024,100,6,Yes,Yes,Yes,No,South America,Yes,3.7,Yes
CUST00407,01-09-2023,5,12,Yes,Yes,Yes,No,APAC,No,4.4,Yes
CUST03479,01-06-2023,250,10,Yes,Yes,Yes,No,South America,Yes,4,Yes
CUST04045,01-01-2024,100,6,Yes,Yes,Yes,No,North America,Yes,3.9,Yes
CUST00277,01-05-2023,25,6,Yes,Yes,Yes,No,APAC,Yes,4,Yes
CUST03481,01-11-2024,25,12,No,Yes,No,No,South America,Yes,1.9,No
CUST02362,01-04-2023,1000,11,Yes,Yes,Yes,No,EU,Yes,3.5,Yes
CUST02597,01-04-2023,100,4,Yes,Yes,Yes,No,MEA,Yes,3.9,Yes
CUST01969,01-10-2023,5,7,Yes,Yes,Yes,No,APAC,Yes,4,Yes
CUST00461,01-02-2023,25,7,No,Yes,No,No,APAC,Yes,2.8,No
CUST02447,01-12-2024,50,6,Yes,Yes,Yes,No,South America,Yes,3.9,Yes
CUST03740,01-12-2023,50,5,Yes,Yes,Yes,No,North America,Yes,4,Yes
CUST01583,01-03-2023,1000,8,Yes,Yes,Yes,No,Oceania,Yes,3.8,Yes
CUST03518,01-09-2023,10,2,Yes,Yes,Yes,No,Oceania,Yes,3.6,Yes
CUST04803,01-07-2024,500,10,No,No,Yes,No,MEA,Yes,2.8,Yes
CUST04199,01-12-2023,1000,10,Yes,No,Yes,No,South America,Yes,3,Yes
CUST02376,01-07-2023,25,2,Yes,Yes,Yes,No,APAC,Yes,3.9,Yes
CUST02740,01-05-2024,100,4,Yes,No,Yes,No,MEA,Yes,1.7,Yes
CUST00972,01-10-2024,5,11,Yes,Yes,Yes,No,North America,Yes,4.6,Yes
CUST01326,01-01-2024,50,11,Yes,Yes,Yes,No,MEA,Yes,3.2,No
CUST00153,01-06-2024,250,2,Yes,Yes,Yes,No,MEA,No,4,Yes
CUST03609,01-10-2023,250,3,Yes,Yes,Yes,No,North America,Yes,4.7,Yes
CUST03961,01-10-2023,500,8,No,No,Yes,No,APAC,Yes,2.5,Yes
CUST03107,01-11-2023,10,7,Yes,Yes,Yes,No,EU,Yes,4,Yes
CUST03087,01-03-2024,250,12,Yes,Yes,Yes,No,North America,No,3.4,Yes
CUST00730,01-05-2023,500,0,Yes,Yes,Yes,No,EU,Yes,2.1,No
CUST03968,01-10-2024,5,9,Yes,Yes,Yes,No,North America,Yes,5,Yes
CUST04170,01-07-2024,100,0,No,Yes,Yes,No,MEA,Yes,2.8,No
CUST04952,01-02-2023,10,4,Yes,Yes,Yes,Yes,EU,Yes,4.7,Yes
CUST04003,01-04-2024,50,9,Yes,Yes,Yes,No,MEA,Yes,2.6,Yes
CUST02333,01-06-2023,50,9,Yes,No,Yes,No,APAC,Yes,2.3,No
CUST01574,01-04-2024,50,4,Yes,Yes,Yes,No,North America,Yes,2.5,Yes
CUST03269,01-08-2024,1000,6,Yes,Yes,Yes,No,MEA,Yes,2.6,No
CUST04376,01-07-2023,1000,0,Yes,No,Yes,No,APAC,Yes,2.8,No
CUST04883,01-10-2023,250,12,Yes,Yes,Yes,No,South America,Yes,4.3,Yes
CUST00686,01-08-2023,100,10,Yes,Yes,Yes,No,North America,Yes,5,Yes
CUST03889,01-08-2024,250,5,Yes,Yes,Yes,No,Oceania,Yes,4.9,Yes
CUST01580,01-03-2023,250,7,Yes,Yes,Yes,No,South America,Yes,3.6,Yes
CUST00969,01-03-2023,25,3,Yes,Yes,Yes,No,APAC,Yes,3.4,Yes
CUST03738,01-08-2023,5,12,Yes,Yes,Yes,No,APAC,Yes,3.4,No
CUST02034,01-11-2023,100,0,No,Yes,No,No,North America,Yes,1.6,Yes
CUST00768,01-10-2024,50,3,Yes,Yes,Yes,No,South America,No,3.8,Yes
CUST00646,01-04-2023,250,10,Yes,Yes,Yes,No,Oceania,Yes,4.1,Yes
CUST04122,01-02-2024,500,2,Yes,Yes,Yes,No,North America,Yes,2.8,No
CUST01080,01-10-2023,100,12,No,No,No,No,South America,Yes,2.3,No
CUST00637,01-11-2024,50,4,Yes,Yes,Yes,No,North America,Yes,3.6,Yes
CUST04326,01-12-2023,10,11,Yes,Yes,Yes,No,North America,Yes,4.4,Yes
CUST02101,01-10-2024,50,4,No,Yes,No,No,MEA,Yes,2.7,Yes
CUST00101,01-03-2024,25,6,No,Yes,No,No,Oceania,Yes,2.6,No
CUST03918,01-01-2023,500,2,Yes,Yes,Yes,No,North America,Yes,3,No
CUST04900,01-03-2023,250,2,Yes,Yes,Yes,No,MEA,Yes,4,Yes
CUST00869,01-04-2023,10,8,Yes,No,Yes,Yes,EU,Yes,2.9,Yes
CUST04098,01-11-2023,100,10,Yes,Yes,Yes,No,EU,Yes,5,Yes
CUST00022,01-08-2023,10,12,Yes,Yes,Yes,No,APAC,Yes,3.2,No
CUST02626,01-09-2024,500,3,Yes,No,Yes,No,North America,Yes,3.1,No
CUST01904,01-01-2023,5,6,Yes,Yes,Yes,No,South America,Yes,3.7,Yes
CUST02577,01-07-2024,10,1,Yes,Yes,Yes,No,EU,Yes,4.5,Yes
CUST04110,01-04-2024,100,11,Yes,Yes,Yes,No,Oceania,Yes,4.1,Yes
CUST04615,01-10-2023,1000,10,Yes,Yes,Yes,No,South America,Yes,1.9,Yes
CUST03294,01-02-2024,100,11,Yes,Yes,Yes,No,MEA,Yes,4.1,Yes
CUST01936,01-01-2023,100,9,Yes,Yes,Yes,No,APAC,Yes,4.5,Yes
CUST00616,01-01-2023,5,5,Yes,Yes,Yes,No,MEA,Yes,4.6,Yes
CUST02451,01-04-2024,50,3,Yes,Yes,Yes,No,EU,Yes,4.9,Yes
CUST03585,01-07-2024,100,10,Yes,Yes,Yes,No,MEA,Yes,5,Yes
CUST00287,01-04-2023,50,12,Yes,Yes,Yes,No,MEA,Yes,3.7,Yes
CUST03319,01-09-2024,250,5,Yes,Yes,Yes,No,MEA,Yes,3.3,No
CUST01924,01-03-2024,10,8,Yes,Yes,Yes,No,MEA,Yes,2.9,Yes
CUST04922,01-11-2023,250,12,No,No,Yes,No,APAC,Yes,2.5,Yes
CUST02774,01-02-2024,10,5,Yes,Yes,Yes,Yes,EU,Yes,3.2,Yes
CUST02091,01-07-2024,1000,4,Yes,Yes,Yes,No,APAC,Yes,3.1,Yes
CUST02802,01-04-2023,250,2,No,Yes,Yes,No,MEA,Yes,2.6,Yes
CUST00993,01-09-2023,500,10,Yes,Yes,Yes,No,MEA,Yes,3.8,Yes
CUST01585,01-06-2024,100,6,Yes,Yes,Yes,No,MEA,Yes,3.6,Yes
CUST01904,01-07-2024,50,6,Yes,Yes,Yes,No,South America,Yes,3.7,Yes
CUST00876,01-03-2023,500,0,Yes,No,Yes,No,EU,Yes,2.7,No
CUST04830,01-11-2023,500,11,Yes,Yes,Yes,No,EU,Yes,4,Yes
CUST01886,01-02-2023,50,2,Yes,Yes,Yes,No,North America,Yes,3,No
CUST00144,01-08-2024,1000,8,Yes,Yes,Yes,No,Oceania,Yes,4.9,Yes
CUST02257,01-07-2023,10,4,Yes,Yes,Yes,No,APAC,Yes,1.6,Yes
CUST01123,01-05-2024,500,0,Yes,Yes,Yes,No,APAC,Yes,3.1,No
CUST00700,01-04-2023,1000,6,Yes,Yes,Yes,No,Oceania,Yes,4,Yes
CUST04210,01-11-2024,250,6,No,Yes,Yes,No,Oceania,Yes,2.4,No
CUST00271,01-07-2024,250,11,Yes,Yes,Yes,No,MEA,Yes,4.8,Yes
CUST00063,01-06-2023,5,2,Yes,Yes,Yes,No,MEA,Yes,4.5,Yes
CUST01008,01-11-2023,250,7,Yes,Yes,Yes,No,South America,Yes,5,Yes
CUST02844,01-06-2024,25,9,Yes,Yes,Yes,No,Oceania,Yes,4.8,Yes
CUST02273,01-09-2024,250,4,Yes,Yes,Yes,No,EU,No,4.3,Yes
CUST01983,01-07-2023,10,1,Yes,Yes,Yes,No,EU,Yes,3.7,Yes
CUST02429,01-08-2024,5,5,No,Yes,Yes,No,North America,Yes,2.5,No
CUST03725,01-02-2023,5,4,Yes,Yes,Yes,No,MEA,Yes,4.8,Yes
CUST04414,01-10-2023,50,7,Yes,No,Yes,No,Oceania,Yes,3,Yes
CUST02756,01-06-2023,50,4,Yes,Yes,Yes,No,EU,Yes,3.4,No
CUST03735,01-05-2024,10,1,Yes,Yes,Yes,No,North America,Yes,3.2,No
CUST01293,01-09-2023,10,10,Yes,No,Yes,No,Oceania,Yes,3.1,Yes
CUST04510,01-09-2024,10,9,Yes,Yes,Yes,No,EU,Yes,4.6,Yes
CUST04321,01-07-2024,100,4,Yes,Yes,Yes,No,APAC,No,4.4,Yes
CUST01178,01-09-2024,50,3,Yes,Yes,Yes,No,EU,Yes,4.1,Yes
CUST04717,01-09-2023,25,12,Yes,Yes,Yes,No,North America,Yes,3.6,Yes
CUST02621,01-08-2024,5,9,Yes,No,Yes,No,North America,Yes,2.1,No
CUST02537,01-04-2024,10,3,Yes,Yes,Yes,No,South America,Yes,3.5,Yes
CUST01969,01-07-2023,10,3,Yes,Yes,Yes,No,APAC,Yes,4.8,Yes
CUST01196,01-11-2023,25,7,Yes,Yes,Yes,No,APAC,Yes,3.2,No
CUST02832,01-04-2023,100,8,Yes,Yes,Yes,No,EU,No,3.1,Yes
CUST00508,01-10-2024,25,8,Yes,Yes,Yes,No,Oceania,Yes,4.4,Yes
CUST00405,01-06-2024,100,6,Yes,Yes,Yes,No,Oceania,No,3.6,Yes
CUST01295,01-04-2024,250,4,Yes,Yes,Yes,No,MEA,Yes,4.7,Yes
CUST03626,01-08-2024,500,4,Yes,No,Yes,No,North America,No,2.8,No
CUST02820,01-11-2024,250,2,Yes,Yes,Yes,No,MEA,Yes,3.8,Yes
CUST04760,01-10-2024,25,9,Yes,Yes,Yes,No,South America,Yes,3.9,Yes
CUST03638,01-02-2023,25,2,Yes,Yes,Yes,No,North America,Yes,3.5,Yes
CUST01874,01-03-2023,50,4,Yes,Yes,Yes,No,APAC,No,4.8,Yes
CUST01407,01-09-2024,1000,0,Yes,Yes,Yes,No,South America,Yes,3.6,Yes
CUST03584,01-01-2023,250,11,Yes,Yes,Yes,No,MEA,Yes,4.2,Yes
CUST01578,01-10-2024,100,7,Yes,Yes,Yes,No,EU,Yes,3.5,Yes
CUST04377,01-04-2023,5,8,Yes,Yes,Yes,No,MEA,Yes,3.6,Yes
CUST03428,01-08-2023,1000,2,Yes,Yes,Yes,No,Oceania,Yes,3.9,Yes
CUST00637,01-08-2024,25,12,Yes,Yes,Yes,No,North America,Yes,2.8,No
CUST00808,01-10-2024,10,4,Yes,No,Yes,No,Oceania,Yes,3.1,No
CUST02396,01-07-2023,50,4,Yes,Yes,Yes,No,APAC,No,3.5,Yes
CUST04525,01-11-2024,500,3,Yes,Yes,Yes,No,MEA,Yes,3.6,Yes
CUST01416,01-10-2023,5,9,Yes,Yes,Yes,No,Oceania,Yes,3.6,Yes
CUST02450,01-08-2024,500,6,No,Yes,Yes,No,North America,Yes,2,Yes
CUST04761,01-09-2023,500,12,Yes,Yes,Yes,No,MEA,No,4.5,Yes
CUST04846,01-08-2023,5,8,Yes,Yes,Yes,No,Oceania,No,3.6,Yes
CUST03497,01-02-2023,500,7,No,Yes,No,No,Oceania,Yes,2.4,No
CUST03589,01-03-2023,1000,11,Yes,Yes,Yes,No,Oceania,Yes,3.2,No
CUST04030,01-06-2024,1000,2,Yes,Yes,Yes,No,MEA,Yes,5,Yes
CUST04733,01-08-2024,1000,5,Yes,No,Yes,No,Oceania,Yes,3,No
CUST00515,01-11-2023,10,1,Yes,Yes,Yes,No,EU,Yes,5,Yes
CUST03295,01-10-2023,5,2,Yes,Yes,Yes,No,North America,Yes,3.2,Yes
CUST02909,01-01-2024,5,0,Yes,Yes,Yes,No,North America,Yes,5,Yes
CUST02499,01-06-2024,50,9,Yes,Yes,Yes,No,North America,Yes,4.8,Yes
CUST01367,01-05-2023,50,3,Yes,Yes,Yes,No,Oceania,Yes,3.7,Yes
CUST00341,01-01-2023,1000,10,No,No,No,No,APAC,Yes,2.5,No
CUST03973,01-10-2023,50,3,Yes,Yes,Yes,No,MEA,Yes,2.8,No
CUST01561,01-08-2023,5,3,Yes,Yes,Yes,No,MEA,Yes,3.4,No
CUST02469,01-09-2023,10,10,Yes,Yes,Yes,No,APAC,Yes,3.9,Yes
CUST02429,01-11-2024,1000,9,No,No,No,No,North America,Yes,2.8,Yes
CUST03689,01-02-2023,25,12,Yes,No,Yes,Yes,EU,Yes,2.1,No
CUST02696,01-12-2024,10,11,Yes,Yes,Yes,No,APAC,No,3.6,Yes
CUST02028,01-06-2023,500,7,Yes,Yes,Yes,No,South America,Yes,2.8,No
CUST03753,01-10-2024,10,6,No,Yes,No,No,South America,No,2.9,Yes
CUST00316,01-09-2024,50,12,Yes,No,Yes,No,North America,Yes,3,No
CUST03990,01-11-2024,250,8,Yes,Yes,Yes,No,MEA,Yes,3.7,Yes
CUST01102,01-05-2024,250,9,Yes,Yes,Yes,No,MEA,Yes,4.2,Yes
CUST00531,01-04-2023,1000,6,Yes,Yes,Yes,No,Oceania,Yes,4.9,Yes
CUST02403,01-09-2023,1000,3,No,Yes,No,No,MEA,Yes,2.4,Yes
CUST01860,01-06-2023,250,1,Yes,Yes,Yes,No,EU,Yes,3.1,No
CUST04758,01-03-2023,10,7,Yes,Yes,Yes,No,MEA,Yes,4.1,Yes
CUST01220,01-04-2023,100,0,Yes,Yes,Yes,No,Oceania,Yes,3.6,Yes
CUST04223,01-03-2023,5,9,Yes,Yes,Yes,No,Oceania,Yes,2.7,Yes
CUST04445,01-06-2024,500,8,Yes,Yes,Yes,No,South America,No,4.5,Yes
CUST01767,01-07-2024,50,1,Yes,Yes,Yes,No,Oceania,Yes,3.6,Yes
CUST01068,01-01-2024,10,12,Yes,Yes,Yes,No,North America,Yes,5,Yes
CUST00728,01-07-2023,25,3,Yes,Yes,Yes,No,MEA,Yes,3.7,Yes
CUST00244,01-01-2024,25,3,Yes,No,Yes,No,APAC,Yes,3.1,No
CUST01786,01-12-2024,5,9,Yes,Yes,Yes,No,Oceania,Yes,3.2,No
CUST00712,01-02-2024,100,12,Yes,Yes,Yes,No,Oceania,Yes,2.3,Yes
CUST02894,01-10-2023,100,7,Yes,Yes,Yes,No,Oceania,Yes,4.9,Yes
CUST03151,01-08-2023,50,0,Yes,Yes,Yes,No,MEA,Yes,3.5,Yes
CUST04182,01-07-2024,10,7,Yes,No,Yes,Yes,EU,Yes,2,Yes
CUST01509,01-09-2023,250,2,Yes,Yes,Yes,No,APAC,Yes,4.4,Yes
CUST00271,01-01-2024,5,6,No,No,No,No,MEA,Yes,2.6,Yes
CUST01798,01-07-2024,500,7,Yes,Yes,Yes,No,APAC,Yes,4.1,Yes
CUST02561,01-07-2023,5,12,Yes,Yes,Yes,No,South America,Yes,3.2,Yes
CUST03561,01-06-2024,10,4,Yes,Yes,Yes,Yes,EU,No,4.1,Yes
CUST04004,01-08-2024,25,5,No,No,No,No,MEA,No,2.3,Yes
CUST02178,01-10-2023,100,7,Yes,Yes,Yes,Yes,EU,Yes,3.8,Yes
CUST00838,01-09-2024,5,12,Yes,No,Yes,No,APAC,Yes,2.9,No
CUST02818,01-05-2023,100,7,Yes,Yes,Yes,No,South America,No,2,Yes
CUST03715,01-08-2024,500,5,Yes,Yes,Yes,No,EU,Yes,4.1,Yes
CUST03079,01-07-2024,500,0,Yes,Yes,Yes,No,Oceania,Yes,3.4,Yes
CUST02900,01-12-2023,5,0,Yes,No,Yes,No,EU,Yes,3,No
CUST01777,01-10-2024,10,5,Yes,Yes,Yes,No,South America,No,3.1,No
CUST01651,01-11-2023,5,0,Yes,Yes,Yes,Yes,EU,Yes,4.2,Yes
CUST02949,01-11-2023,50,8,Yes,Yes,Yes,No,North America,No,3.6,Yes
CUST02521,01-01-2024,10,4,Yes,Yes,Yes,No,MEA,Yes,4.1,Yes
CUST02386,01-09-2023,250,10,Yes,Yes,Yes,No,South America,Yes,3.6,Yes
CUST04415,01-04-2024,50,5,Yes,Yes,Yes,No,APAC,Yes,4.5,Yes
CUST02769,01-09-2024,1000,8,Yes,Yes,Yes,No,EU,Yes,2.3,Yes
CUST04239,01-05-2024,50,4,Yes,Yes,Yes,No,Oceania,Yes,2.3,No
CUST02705,01-02-2024,10,8,Yes,Yes,Yes,Yes,EU,Yes,4.1,Yes
CUST01173,01-09-2023,250,7,Yes,Yes,Yes,No,MEA,Yes,4.5,Yes
CUST02519,01-10-2023,10,10,Yes,Yes,Yes,No,MEA,Yes,4,Yes
CUST00363,01-05-2023,250,8,Yes,Yes,Yes,No,Oceania,Yes,4.6,Yes
CUST00650,01-08-2024,1000,2,Yes,Yes,Yes,No,MEA,Yes,4.4,Yes
CUST02257,01-08-2024,50,2,Yes,Yes,Yes,No,APAC,Yes,3.9,Yes
CUST03137,01-04-2024,10,5,No,No,Yes,No,South America,Yes,1.9,No
CUST04645,01-02-2023,25,7,Yes,Yes,Yes,No,South America,Yes,3.5,Yes
CUST01136,01-07-2023,5,2,Yes,Yes,Yes,No,North America,Yes,3.2,No
CUST04359,01-06-2024,250,10,Yes,Yes,Yes,No,North America,Yes,4.1,Yes
CUST03148,01-10-2024,100,11,Yes,Yes,Yes,No,EU,Yes,4.1,Yes
CUST04862,01-05-2023,50,8,Yes,Yes,Yes,No,Oceania,No,2.2,Yes
CUST00876,01-02-2024,10,9,Yes,No,Yes,No,EU,Yes,2.5,Yes
CUST03743,01-05-2023,10,0,Yes,No,Yes,No,APAC,Yes,1.4,No
CUST03852,01-10-2024,100,4,Yes,Yes,Yes,No,Oceania,Yes,5,Yes
CUST01153,01-08-2024,5,0,Yes,Yes,Yes,No,South America,Yes,4.1,Yes
CUST01923,01-01-2024,10,9,Yes,Yes,Yes,No,APAC,Yes,3.2,No
CUST00629,01-07-2024,500,2,Yes,Yes,Yes,No,South America,No,3.8,Yes
CUST03020,01-09-2023,250,3,Yes,Yes,Yes,No,North America,Yes,3.9,Yes
CUST01725,01-09-2023,1000,4,Yes,Yes,Yes,No,MEA,Yes,4.3,Yes
CUST04749,01-11-2024,250,5,No,No,No,No,APAC,No,1.8,No
CUST01129,01-10-2023,50,1,Yes,Yes,Yes,No,MEA,Yes,2.8,No
CUST04562,01-02-2023,100,3,Yes,Yes,Yes,No,APAC,Yes,3.8,Yes
CUST00764,01-05-2024,25,5,Yes,Yes,Yes,No,Oceania,Yes,3.6,Yes
CUST01020,01-01-2023,25,3,Yes,Yes,Yes,No,MEA,No,4.1,Yes
CUST03974,01-09-2023,100,8,Yes,Yes,Yes,No,APAC,Yes,2.4,Yes
CUST03928,01-03-2024,25,3,Yes,Yes,Yes,No,South America,No,3.3,No
CUST02842,01-06-2024,250,12,Yes,Yes,Yes,No,South America,Yes,3.5,Yes
CUST02948,01-04-2023,1000,6,Yes,Yes,Yes,No,EU,Yes,4.2,Yes
CUST00675,01-12-2023,5,1,Yes,Yes,Yes,No,EU,Yes,3.8,Yes
CUST01009,01-02-2024,100,1,No,No,No,No,South America,Yes,2.8,Yes
CUST01227,01-01-2023,1000,9,Yes,Yes,Yes,No,APAC,Yes,4.6,Yes
CUST01636,01-10-2023,1000,7,Yes,No,Yes,No,Oceania,Yes,3.1,No
CUST04377,01-08-2023,10,9,No,Yes,No,No,MEA,Yes,2.7,No
CUST00324,01-10-2024,10,6,Yes,Yes,Yes,No,North America,Yes,3.7,Yes
CUST02839,01-09-2023,250,5,No,No,No,No,Oceania,Yes,2.9,No
CUST03811,01-02-2023,25,4,Yes,Yes,Yes,No,APAC,No,4.6,Yes
CUST01686,01-05-2024,5,3,Yes,Yes,Yes,No,EU,Yes,4.9,Yes
CUST03713,01-08-2024,1000,9,Yes,Yes,Yes,No,MEA,Yes,3.2,Yes
CUST00542,01-02-2024,100,8,Yes,No,Yes,No,Oceania,Yes,2.8,No
CUST02945,01-11-2024,5,6,Yes,Yes,Yes,No,South America,Yes,4.1,Yes
CUST01328,01-12-2024,250,4,Yes,Yes,Yes,No,South America,Yes,3.7,Yes
CUST00639,01-12-2024,5,8,Yes,Yes,Yes,Yes,EU,No,3,No
CUST04532,01-09-2024,1000,10,Yes,Yes,Yes,No,APAC,Yes,3.3,No
CUST02261,01-12-2023,5,3,Yes,Yes,Yes,No,EU,No,3.5,Yes
CUST01430,01-05-2024,500,10,No,Yes,Yes,No,North America,Yes,2.2,No
CUST02866,01-03-2024,50,8,Yes,Yes,Yes,No,MEA,Yes,4.4,Yes
CUST00962,01-09-2023,10,1,Yes,Yes,Yes,No,EU,Yes,2.8,Yes
CUST02963,01-12-2024,250,8,Yes,Yes,Yes,No,North America,Yes,3.2,Yes
CUST02469,01-03-2024,500,0,Yes,Yes,Yes,No,APAC,Yes,3.7,Yes
CUST03229,01-01-2023,100,5,Yes,Yes,Yes,No,EU,Yes,4.5,Yes
CUST00129,01-04-2024,25,10,Yes,Yes,Yes,No,MEA,Yes,5,Yes
CUST04400,01-12-2024,5,1,Yes,Yes,Yes,No,Oceania,Yes,3.3,Yes
CUST03967,01-02-2023,1000,12,Yes,Yes,Yes,No,North America,Yes,4.5,Yes
CUST00917,01-08-2024,500,4,Yes,Yes,Yes,No,APAC,Yes,3.1,No
CUST01251,01-01-2024,500,2,Yes,Yes,Yes,No,APAC,Yes,4.1,Yes
CUST02199,01-06-2024,50,1,Yes,Yes,Yes,No,MEA,Yes,3.1,No
CUST04689,01-05-2023,500,12,Yes,No,Yes,No,APAC,Yes,2.1,No
CUST04074,01-04-2024,250,4,Yes,Yes,Yes,No,North America,Yes,4.5,Yes
CUST03788,01-06-2023,50,10,Yes,Yes,Yes,No,South America,Yes,3,No
CUST00940,01-07-2024,25,3,Yes,Yes,Yes,No,EU,Yes,3.8,Yes
CUST02279,01-11-2023,10,12,No,No,No,No,APAC,No,2.1,Yes
CUST01002,01-02-2024,50,9,No,No,No,No,Oceania,No,2.4,No
CUST03773,01-02-2023,100,5,Yes,Yes,Yes,No,North America,Yes,1.9,Yes
CUST02213,01-08-2024,500,9,Yes,Yes,Yes,No,EU,Yes,3.9,Yes
CUST01611,01-06-2023,250,5,No,No,Yes,Yes,EU,Yes,2.7,Yes
CUST01628,01-11-2023,10,9,Yes,Yes,Yes,No,Oceania,Yes,4.9,Yes
CUST03138,01-06-2023,25,0,Yes,No,Yes,No,North America,Yes,2.2,No
CUST03992,01-05-2024,5,1,Yes,Yes,Yes,No,Oceania,Yes,3.8,Yes
CUST01104,01-09-2024,100,5,No,No,Yes,No,Oceania,Yes,1.8,Yes
CUST02188,01-07-2024,1000,12,Yes,Yes,Yes,No,APAC,Yes,5,Yes
CUST04226,01-12-2023,100,8,No,Yes,No,No,North America,Yes,2.5,Yes
CUST03033,01-10-2023,500,8,Yes,Yes,Yes,No,MEA,Yes,4.2,Yes
CUST02814,01-11-2024,10,2,Yes,Yes,Yes,No,South America,Yes,3.1,No
CUST02494,01-09-2024,500,8,Yes,Yes,Yes,No,South America,No,4.2,Yes
CUST03904,01-05-2024,25,2,No,No,Yes,No,Oceania,Yes,2.6,No
CUST00029,01-02-2024,50,9,Yes,Yes,Yes,No,APAC,Yes,3.7,Yes
CUST04060,01-08-2024,100,11,Yes,No,Yes,No,South America,Yes,3.1,No
CUST01261,01-11-2023,25,10,Yes,Yes,Yes,No,Oceania,Yes,5,Yes
CUST03671,01-09-2023,1000,3,No,No,No,No,MEA,No,2.7,Yes
CUST04895,01-05-2024,100,11,Yes,Yes,Yes,No,South America,Yes,2.6,Yes
CUST03511,01-02-2024,100,4,Yes,Yes,Yes,No,South America,Yes,5,Yes
CUST02337,01-04-2023,500,1,Yes,Yes,Yes,No,North America,Yes,4.2,Yes
CUST03324,01-06-2024,25,12,No,Yes,Yes,No,South America,Yes,2.9,No
CUST00100,01-04-2024,100,4,Yes,Yes,Yes,No,Oceania,Yes,3.7,Yes
CUST03657,01-04-2023,25,0,Yes,Yes,Yes,No,Oceania,Yes,3.7,Yes
CUST04518,01-03-2024,5,4,Yes,Yes,Yes,No,APAC,Yes,3.8,Yes
CUST00694,01-01-2024,100,7,Yes,Yes,Yes,No,APAC,No,4.3,Yes
CUST04802,01-05-2023,25,6,No,No,Yes,No,South America,No,2.6,Yes
CUST00018,01-07-2023,250,4,Yes,Yes,Yes,No,South America,Yes,3.8,Yes
CUST03710,01-09-2024,25,7,Yes,Yes,Yes,No,Oceania,Yes,3.3,Yes
CUST02771,01-11-2024,100,5,No,No,No,No,North America,Yes,1.3,No
CUST01031,01-02-2023,100,8,Yes,Yes,Yes,No,MEA,Yes,3.1,No
CUST04476,01-05-2024,5,9,Yes,Yes,Yes,No,North America,Yes,3.1,No
CUST04210,01-05-2024,500,3,Yes,Yes,Yes,No,Oceania,Yes,4.3,Yes
CUST01620,01-04-2024,1000,12,Yes,Yes,Yes,No,APAC,Yes,4.7,Yes
CUST00851,01-05-2023,25,10,Yes,Yes,Yes,No,EU,Yes,4.2,Yes
CUST01897,01-07-2024,25,1,Yes,No,Yes,No,North America,No,1.7,No
CUST00976,01-04-2023,100,7,Yes,Yes,Yes,No,MEA,Yes,5,Yes
CUST02517,01-12-2023,10,11,Yes,Yes,Yes,No,EU,Yes,4.6,Yes
CUST04189,01-03-2024,50,3,Yes,Yes,Yes,No,MEA,Yes,3.5,Yes
CUST01516,01-02-2023,1000,3,Yes,Yes,Yes,No,South America,No,3.7,Yes
CUST01126,01-12-2023,100,2,Yes,Yes,Yes,No,EU,Yes,4,Yes
CUST00493,01-12-2024,250,11,Yes,Yes,Yes,No,South America,Yes,3.7,Yes
CUST03037,01-05-2024,25,1,Yes,Yes,Yes,No,South America,Yes,4.4,Yes
CUST02527,01-01-2024,25,2,Yes,Yes,Yes,No,North America,No,4.9,Yes
CUST00167,01-03-2023,25,7,Yes,No,Yes,No,South America,Yes,1.9,No
CUST04236,01-04-2024,100,4,Yes,Yes,Yes,No,APAC,Yes,3.3,No
CUST04190,01-09-2023,250,6,Yes,Yes,Yes,No,South America,Yes,3.9,Yes
